
0;100;7.35000940001;7.98502530116;65;(38.799999999999997, 131, 1)
1;200;7.34382636801;7.97973582757;78;(68.420000000000002, 138, 2)
2;300;7.34105563627;7.97714759243;78;(82.030000000000001, 121, 1)
3;400;7.42250993424;7.94747677118;77;(78.939999999999998, 121, 3)
4;500;7.42224489636;7.93955606422;77;(70.189999999999998, 130, 11)
5;600;7.4215532246;7.93917580241;76;(69.209999999999994, 137, 2)
6;700;7.42972380223;7.91977583971;63;(70.989999999999995, 139, 6)
7;800;7.43397345957;7.9090930434;63;(68.870000000000005, 138, 3)
8;900;7.43397345957;7.9090930434;63;(64.540000000000006, 138, 2)
9;1000;7.39167325896;7.87216543708;66;(65.579999999999998, 119, 2)
10;1100;7.39167325896;7.87216543708;66;(60.090000000000003, 107, 2)
11;1200;7.39152254177;7.87204717375;64;(59.149999999999999, 106, 2)
12;1300;7.38473362974;7.86795204741;67;(62.549999999999997, 106, 2)
13;1400;7.38473362974;7.86795204741;67;(64.239999999999995, 113, 2)
14;1500;7.34831191802;7.83970626625;79;(64.439999999999998, 113, 15)
15;1600;7.34713109019;7.83831193313;75;(61.939999999999998, 113, 4)
16;1700;7.3189868553;7.81237935317;78;(63.909999999999997, 122, 3)
17;1800;7.31869927513;7.81177581816;85;(69.209999999999994, 129, 2)
18;1900;7.30639798173;7.79720906665;85;(73.689999999999998, 129, 11)
19;2000;7.28653055477;7.77828788723;86;(72.719999999999999, 94, 2)
20;2100;7.28653055477;7.77828788723;87;(73.900000000000006, 142, 2)
21;2200;7.25471718025;7.77023873744;90;(81.700000000000003, 119, 15)
22;2300;7.25367763993;7.75908217931;86;(80.930000000000007, 136, 2)
23;2400;7.24632302879;7.75170690328;88;(81.159999999999997, 116, 20)
24;2500;7.23265789113;7.70701471478;84;(80.780000000000001, 113, 5)
25;2600;7.22611721547;7.69749305533;89;(79.370000000000005, 113, 2)
26;2700;7.2259227201;7.69732161617;87;(77.739999999999995, 145, 7)
27;2800;7.19933016074;7.68831347093;96;(80.730000000000004, 114, 7)
28;2900;7.21991150516;7.68080379326;93;(81.459999999999994, 146, 11)
29;3000;7.21991150516;7.68080379326;93;(81.099999999999994, 109, 5)
30;3100;7.21991150519;7.68080379285;93;(85.390000000000001, 109, 3)
