
0;1481182591.41;1481182591.41;0.0
0;1481182591.59;1481182591.62;0.0
0;1481182591.83;1481182591.87;0.0
0;1481182592.09;1481182592.12;0.0
0;1481182592.34;1481182592.37;0.0
0;1481182592.59;1481182592.62;0.0
0;1481182592.84;1481182592.86;0.0
0;1481182593.09;1481182593.12;0.0
0;1481182593.33;1481182593.37;0.0
0;1481182593.58;1481182593.61;0.0
0;1481182593.81;1481182593.84;0.0
0;1481182594.05;1481182594.08;0.0
0;1481182594.28;1481182594.31;0.0
0;1481182594.52;1481182594.55;0.0
0;1481182594.75;1481182594.78;0.0
0;1481182594.99;1481182595.02;0.0
0;1481182595.23;1481182595.26;0.0
0;1481182595.49;1481182595.52;0.0
0;1481182595.76;1481182595.79;0.0
0;1481182596.07;1481182596.09;0.0
0;1481182596.35;1481182596.38;0.0
0;1481182596.64;1481182596.67;0.0
0;1481182596.93;1481182596.96;0.0
0;1481182597.24;1481182597.27;0.0
0;1481182597.57;1481182597.6;0.0
0;1481182597.85;1481182597.88;0.0
0;1481182598.13;1481182598.16;0.0
0;1481182598.41;1481182598.44;0.0
0;1481182598.69;1481182598.72;0.0
0;1481182598.97;1481182599.0;0.0
0;1481182599.26;1481182599.29;0.0
