
0;1481182584.17;1481182584.35;0.18;11.0018950602;11.3377059478
1;1481182584.35;1481182584.5;0.15;9.38071631662;9.85276976666
2;1481182584.5;1481182584.64;0.14;9.38071631662;9.85276976666
3;1481182584.64;1481182584.78;0.14;9.38071631662;9.85276976666
4;1481182584.78;1481182584.92;0.14;9.38071631662;9.85276976666
5;1481182584.92;1481182585.05;0.14;9.38071631662;9.85276976666
6;1481182585.06;1481182585.19;0.14;9.38071631662;9.85276976666
7;1481182585.19;1481182585.36;0.17;9.08467339338;9.62807826765
8;1481182585.36;1481182585.5;0.15;9.08467339338;9.62807826765
9;1481182585.5;1481182585.67;0.17;8.84086357597;9.44491034029
10;1481182585.67;1481182585.81;0.14;8.64154984617;9.29656338445
11;1481182585.81;1481182585.99;0.17;8.48238374642;9.17832677804
12;1481182585.99;1481182586.15;0.16;8.26259221965;9.01791043397
13;1481182586.15;1481182586.33;0.19;8.1968049361;8.97050886366
14;1481182586.33;1481182586.5;0.17;8.15570954594;8.94204935896
15;1481182586.5;1481182586.68;0.18;8.15570954594;8.94204935896
16;1481182586.68;1481182586.86;0.17;8.15570954594;8.94204935896
17;1481182586.86;1481182587.05;0.19;8.13946240128;8.9309345606
18;1481182587.05;1481182587.23;0.18;8.13946240128;8.9309345606
19;1481182587.23;1481182587.42;0.19;8.13946240128;8.9309345606
20;1481182587.42;1481182587.6;0.18;8.06377427081;8.87139569962
21;1481182587.6;1481182587.78;0.19;8.06377427081;8.87139569962
22;1481182587.78;1481182587.96;0.18;7.99311723531;8.79780364347
23;1481182587.96;1481182588.16;0.19;7.96955947448;8.78317026789
24;1481182588.16;1481182588.36;0.2;7.68367784328;8.46234339543
25;1481182588.36;1481182588.6;0.24;7.67403508566;8.4621020133
26;1481182588.6;1481182588.82;0.22;7.51501983823;8.2616667854
27;1481182588.82;1481182589.04;0.22;7.51501983823;8.2616667854
28;1481182589.04;1481182589.26;0.22;7.42859011202;8.11905237439
29;1481182589.26;1481182589.5;0.24;7.4260694584;8.11684144862
30;1481182589.5;1481182589.76;0.27;7.42048584198;8.1144948556
