
0;1481182584.17;1481182584.17;0.0
0;1481182584.35;1481182584.37;0.0
0;1481182584.5;1481182584.52;0.0
0;1481182584.64;1481182584.66;0.0
0;1481182584.78;1481182584.8;0.0
0;1481182584.92;1481182584.94;0.0
0;1481182585.06;1481182585.08;0.0
0;1481182585.19;1481182585.21;0.0
0;1481182585.36;1481182585.38;0.0
0;1481182585.5;1481182585.52;0.0
0;1481182585.67;1481182585.69;0.0
0;1481182585.82;1481182585.83;0.0
0;1481182585.99;1481182586.02;0.0
0;1481182586.15;1481182586.17;0.0
0;1481182586.34;1481182586.36;0.0
0;1481182586.51;1481182586.53;0.0
0;1481182586.68;1481182586.71;0.0
0;1481182586.86;1481182586.89;0.0
0;1481182587.05;1481182587.08;0.0
0;1481182587.23;1481182587.26;0.0
0;1481182587.42;1481182587.45;0.0
0;1481182587.6;1481182587.63;0.0
0;1481182587.79;1481182587.81;0.0
0;1481182587.97;1481182587.99;0.0
0;1481182588.16;1481182588.18;0.0
0;1481182588.36;1481182588.39;0.0
0;1481182588.61;1481182588.63;0.0
0;1481182588.82;1481182588.85;0.0
0;1481182589.05;1481182589.07;0.0
0;1481182589.26;1481182589.29;0.0
0;1481182589.5;1481182589.53;0.0
