0.0,7.98502530116,7.35000940001,65.0,38.8,0.0,1.0,131.0,1.0,nan,nan
1.0,7.97973582757,7.34382636801,78.0,68.42,1.0,1.0,138.0,2.0,6.9137294346e-310,6.9137294346e-310
2.0,7.97714759243,7.34105563627,78.0,82.03,2.0,1.0,121.0,1.0,6.91374771483e-310,6.91372943462e-310
3.0,7.94747677118,7.42250993424,77.0,78.94,3.0,1.0,121.0,3.0,6.91372943464e-310,6.91372943464e-310
4.0,7.93955606422,7.42224489636,77.0,70.19,4.0,1.0,130.0,11.0,6.91372988256e-310,6.91372943774e-310
5.0,7.93917580241,7.4215532246,76.0,69.21,5.0,1.0,137.0,2.0,6.91372943065e-310,6.91372943065e-310
6.0,7.91977583971,7.42972380223,63.0,70.99,6.0,1.0,139.0,6.0,6.91372943621e-310,7.31009648274e-317
7.0,7.9090930434,7.43397345957,63.0,68.87,7.0,1.0,138.0,3.0,6.91372943623e-310,6.91372943623e-310
8.0,7.9090930434,7.43397345957,63.0,64.54,8.0,1.0,138.0,2.0,1.09139101166e-320,1.46180111716e-316
9.0,7.87216543708,7.39167325896,66.0,65.58,9.0,1.0,119.0,2.0,6.91372943626e-310,6.91372943626e-310
10.0,7.87216543708,7.39167325896,66.0,60.09,10.0,1.0,107.0,2.0,0.0,6.91372943628e-310
11.0,7.87204717375,7.39152254177,64.0,59.15,11.0,1.0,106.0,2.0,9.67648911016e-317,1.35827381122e-316
12.0,7.86795204741,7.38473362974,67.0,62.55,12.0,1.0,106.0,2.0,6.91372943449e-310,6.91372943067e-310
13.0,7.86795204741,7.38473362974,67.0,64.24,13.0,1.0,113.0,2.0,1.46180111716e-316,6.91374771483e-310
14.0,7.83970626625,7.34831191802,79.0,64.44,14.0,1.0,113.0,15.0,6.91372943453e-310,6.91372943453e-310
15.0,7.83831193313,7.34713109019,75.0,61.94,15.0,1.0,113.0,4.0,6.91372943454e-310,6.91372943454e-310
16.0,7.81237935317,7.3189868553,78.0,63.91,16.0,1.0,122.0,3.0,9.67583694351e-317,9.67582508593e-317
17.0,7.81177581816,7.31869927513,85.0,69.21,17.0,1.0,129.0,2.0,6.91372943069e-310,6.91372943457e-310
18.0,7.79720906665,7.30639798173,85.0,73.69,18.0,1.0,129.0,11.0,1.46180111716e-316,0.0
19.0,7.77828788723,7.28653055477,86.0,72.72,19.0,1.0,94.0,2.0,6.91372944528e-310,6.91372944528e-310
20.0,7.77828788723,7.28653055477,87.0,73.9,20.0,1.0,142.0,2.0,6.91372944529e-310,6.91372944529e-310
21.0,7.77023873744,7.25471718025,90.0,81.7,21.0,1.0,119.0,15.0,6.91372943778e-310,1.03259719981e-321
22.0,7.75908217931,7.25367763993,86.0,80.93,22.0,1.0,136.0,2.0,6.91372944532e-310,6.91372944532e-310
23.0,7.75170690328,7.24632302879,88.0,81.16,23.0,1.0,116.0,20.0,6.91372988713e-310,6.91372988729e-310
24.0,7.70701471478,7.23265789113,84.0,80.78,24.0,1.0,113.0,5.0,6.91372943465e-310,6.91372943465e-310
25.0,7.69749305533,7.22611721547,89.0,79.37,25.0,1.0,113.0,2.0,6.91372944334e-310,3.48316280318e-321
26.0,7.69732161617,7.2259227201,87.0,77.74,26.0,1.0,145.0,7.0,6.91372944076e-310,6.91372944076e-310
27.0,7.68831347093,7.19933016074,96.0,80.73,27.0,1.0,114.0,7.0,6.91372944077e-310,6.91372943072e-310
28.0,7.68080379326,7.21991150516,93.0,81.46,28.0,1.0,146.0,11.0,6.91372944079e-310,6.91372944481e-310
29.0,7.68080379326,7.21991150516,93.0,81.1,29.0,1.0,109.0,5.0,6.9137294408e-310,6.9137294408e-310
30.0,7.68080379285,7.21991150519,93.0,85.39,30.0,1.0,109.0,3.0,1.34879921315e-321,1.36999739612e-316
